"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年3月31日","93.03","93.03","93.03","93.03","-","0.91%"
"2013年3月30日","92.19","92.19","92.19","92.19","-","1.87%"
"2013年3月29日","90.50","90.50","90.50","90.50","-","5.01%"
"2013年3月28日","86.18","86.18","86.18","86.18","-","-3.08%"
"2013年3月27日","88.92","88.92","88.92","88.92","-","13.27%"
"2013年3月26日","78.50","78.50","78.50","78.50","-","6.66%"
"2013年3月25日","73.60","73.60","73.60","73.60","-","2.94%"
"2013年3月24日","71.50","71.50","71.50","71.50","-","11.11%"
"2013年3月23日","64.35","64.35","64.35","64.35","-","-7.89%"
"2013年3月22日","69.86","69.86","69.86","69.86","-","-1.40%"
"2013年3月21日","70.85","70.85","70.85","70.85","-","9.86%"
"2013年3月20日","64.49","64.49","64.49","64.49","-","9.05%"
"2013年3月19日","59.14","59.14","59.14","59.14","-","14.61%"
"2013年3月18日","51.60","51.60","51.60","51.60","-","8.86%"
"2013年3月17日","47.40","47.40","47.40","47.40","-","0.85%"
"2013年3月16日","47.00","47.00","47.00","47.00","-","0.11%"
"2013年3月15日","46.95","46.95","46.95","46.95","-","-0.47%"
"2013年3月14日","47.17","47.17","47.17","47.17","-","0.53%"
"2013年3月13日","46.92","46.92","46.92","46.92","-","5.94%"
"2013年3月12日","44.29","44.29","44.29","44.29","-","-8.49%"
"2013年3月11日","48.40","48.40","48.40","48.40","-","5.22%"
"2013年3月10日","46.00","46.00","46.00","46.00","-","-1.81%"
"2013年3月9日","46.85","46.85","46.85","46.85","-","6.04%"
"2013年3月8日","44.18","44.18","44.18","44.18","-","5.19%"
"2013年3月7日","42.00","42.00","42.00","42.00","-","2.39%"
"2013年3月6日","41.02","41.02","41.02","41.02","-","1.71%"
"2013年3月5日","40.33","40.33","40.33","40.33","-","11.56%"
"2013年3月4日","36.15","36.15","36.15","36.15","-","4.78%"
"2013年3月3日","34.50","34.50","34.50","34.50","-","0.73%"
"2013年3月2日","34.25","34.25","34.25","34.25","-","-0.72%"
"2013年3月1日","34.50","34.50","34.50","34.50","-","3.36%"
"2013年2月28日","33.38","33.38","33.38","33.38","-","8.03%"
"2013年2月27日","30.90","30.90","30.90","30.90","-","-0.64%"
"2013年2月26日","31.10","31.10","31.10","31.10","-","2.30%"
"2013年2月25日","30.40","30.40","30.40","30.40","-","1.71%"
"2013年2月24日","29.89","29.89","29.89","29.89","-","0.30%"
"2013年2月23日","29.80","29.80","29.80","29.80","-","-1.49%"
"2013年2月22日","30.25","30.25","30.25","30.25","-","1.68%"
"2013年2月21日","29.75","29.75","29.75","29.75","-","0.37%"
"2013年2月20日","29.64","29.64","29.64","29.64","-","0.75%"
"2013年2月19日","29.42","29.42","29.42","29.42","-","9.17%"
"2013年2月18日","26.95","26.95","26.95","26.95","-","0.52%"
"2013年2月17日","26.81","26.81","26.81","26.81","-","-1.51%"
"2013年2月16日","27.22","27.22","27.22","27.22","-","0.44%"
"2013年2月15日","27.10","27.10","27.10","27.10","-","-0.44%"
"2013年2月14日","27.22","27.22","27.22","27.22","-","12.48%"
"2013年2月13日","24.20","24.20","24.20","24.20","-","-3.85%"
"2013年2月12日","25.17","25.17","25.17","25.17","-","2.11%"
"2013年2月11日","24.65","24.65","24.65","24.65","-","2.84%"
"2013年2月10日","23.97","23.97","23.97","23.97","-","1.35%"
"2013年2月9日","23.65","23.65","23.65","23.65","-","4.37%"
"2013年2月8日","22.66","22.66","22.66","22.66","-","2.30%"
"2013年2月7日","22.15","22.15","22.15","22.15","-","4.58%"
"2013年2月6日","21.18","21.18","21.18","21.18","-","2.82%"
"2013年2月5日","20.60","20.60","20.60","20.60","-","0.83%"
"2013年2月4日","20.43","20.43","20.43","20.43","-","-0.78%"
"2013年2月3日","20.59","20.59","20.59","20.59","-","4.89%"
"2013年2月2日","19.63","19.63","19.63","19.63","-","-4.24%"
"2013年2月1日","20.50","20.50","20.50","20.50","-","0.44%"
"2013年1月31日","20.41","20.41","20.41","20.41","-","3.60%"
"2013年1月30日","19.70","19.70","19.70","19.70","-","0.87%"
"2013年1月29日","19.53","19.53","19.53","19.53","-","4.33%"
"2013年1月28日","18.72","18.72","18.72","18.72","-","5.05%"
"2013年1月27日","17.82","17.82","17.82","17.82","-","-0.34%"
"2013年1月26日","17.88","17.88","17.88","17.88","-","2.76%"
"2013年1月25日","17.40","17.40","17.40","17.40","-","2.96%"
"2013年1月24日","16.90","16.90","16.90","16.90","-","-3.43%"
"2013年1月23日","17.50","17.50","17.50","17.50","-","1.39%"
"2013年1月22日","17.26","17.26","17.26","17.26","-","2.74%"
"2013年1月21日","16.80","16.80","16.80","16.80","-","7.01%"
"2013年1月20日","15.70","15.70","15.70","15.70","-","0.58%"
"2013年1月19日","15.61","15.61","15.61","15.61","-","-0.57%"
"2013年1月18日","15.70","15.70","15.70","15.70","-","1.29%"
"2013年1月17日","15.50","15.50","15.50","15.50","-","5.23%"
"2013年1月16日","14.73","14.73","14.73","14.73","-","3.37%"
"2013年1月15日","14.25","14.25","14.25","14.25","-","-0.35%"
"2013年1月14日","14.30","14.30","14.30","14.30","-","1.27%"
"2013年1月13日","14.12","14.12","14.12","14.12","-","-0.84%"
"2013年1月12日","14.24","14.24","14.24","14.24","-","0.71%"
"2013年1月11日","14.14","14.14","14.14","14.14","-","0.00%"
"2013年1月10日","14.14","14.14","14.14","14.14","-","2.69%"
"2013年1月9日","13.77","13.77","13.77","13.77","-","0.22%"
"2013年1月8日","13.74","13.74","13.74","13.74","-","1.10%"
"2013年1月7日","13.59","13.59","13.59","13.59","-","1.04%"
"2013年1月6日","13.45","13.45","13.45","13.45","-","0.07%"
"2013年1月5日","13.44","13.44","13.44","13.44","-","-0.44%"
"2013年1月4日","13.50","13.50","13.50","13.50","-","0.75%"
"2013年1月3日","13.40","13.40","13.40","13.40","-","0.90%"
"2013年1月2日","13.28","13.28","13.28","13.28","-","-0.15%"
"2013年1月1日","13.30","13.30","13.30","13.30","-","-1.55%"
"2012年12月31日","13.51","13.51","13.51","13.51","-","0.45%"
"2012年12月30日","13.45","13.45","13.45","13.45","-","0.37%"
"2012年12月29日","13.40","13.40","13.40","13.40","-","-0.15%"
"2012年12月28日","13.42","13.42","13.42","13.42","-","0.00%"
"2012年12月27日","13.42","13.42","13.42","13.42","-","-0.37%"
"2012年12月26日","13.47","13.47","13.47","13.47","-","0.90%"
"2012年12月25日","13.35","13.35","13.35","13.35","-","-0.22%"
"2012年12月24日","13.38","13.38","13.38","13.38","-","0.53%"
"2012年12月23日","13.31","13.31","13.31","13.31","-","-0.45%"
"2012年12月22日","13.37","13.37","13.37","13.37","-","-0.96%"
"2012年12月21日","13.50","13.50","13.50","13.50","-","-0.15%"
"2012年12月20日","13.52","13.52","13.52","13.52","-","-0.59%"
"2012年12月19日","13.60","13.60","13.60","13.60","-","2.26%"
"2012年12月18日","13.30","13.30","13.30","13.30","-","0.38%"
"2012年12月17日","13.25","13.25","13.25","13.25","-","-0.38%"
"2012年12月16日","13.30","13.30","13.30","13.30","-","-1.41%"
"2012年12月15日","13.49","13.49","13.49","13.49","-","-0.81%"
"2012年12月14日","13.60","13.60","13.60","13.60","-","-0.73%"
"2012年12月13日","13.70","13.70","13.70","13.70","-","0.00%"
"2012年12月12日","13.70","13.70","13.70","13.70","-","1.03%"
"2012年12月11日","13.56","13.56","13.56","13.56","-","0.97%"
"2012年12月10日","13.43","13.43","13.43","13.43","-","0.30%"
"2012年12月9日","13.39","13.39","13.39","13.39","-","-0.22%"
"2012年12月8日","13.42","13.42","13.42","13.42","-","-0.59%"
"2012年12月7日","13.50","13.50","13.50","13.50","-","1.50%"
"2012年12月6日","13.30","13.30","13.30","13.30","-","-0.60%"
"2012年12月5日","13.38","13.38","13.38","13.38","-","-0.22%"
"2012年12月4日","13.41","13.41","13.41","13.41","-","5.76%"
"2012年12月3日","12.68","12.68","12.68","12.68","-","1.44%"
"2012年12月2日","12.50","12.50","12.50","12.50","-","-0.48%"
"2012年12月1日","12.56","12.56","12.56","12.56","-","0.00%"
"2012年11月30日","12.56","12.56","12.56","12.56","-","0.88%"
"2012年11月29日","12.45","12.45","12.45","12.45","-","0.81%"
"2012年11月28日","12.35","12.35","12.35","12.35","-","1.23%"
"2012年11月27日","12.20","12.20","12.20","12.20","-","-0.41%"
"2012年11月26日","12.25","12.25","12.25","12.25","-","-1.84%"
"2012年11月25日","12.48","12.48","12.48","12.48","-","0.56%"
"2012年11月24日","12.41","12.41","12.41","12.41","-","0.57%"
"2012年11月23日","12.34","12.34","12.34","12.34","-","-0.64%"
"2012年11月22日","12.42","12.42","12.42","12.42","-","5.52%"
"2012年11月21日","11.77","11.77","11.77","11.77","-","0.34%"
"2012年11月20日","11.73","11.73","11.73","11.73","-","-0.59%"
"2012年11月19日","11.80","11.80","11.80","11.80","-","1.29%"
"2012年11月18日","11.65","11.65","11.65","11.65","-","-1.19%"
"2012年11月17日","11.79","11.79","11.79","11.79","-","0.34%"
"2012年11月16日","11.75","11.75","11.75","11.75","-","4.91%"
"2012年11月15日","11.20","11.20","11.20","11.20","-","2.28%"
"2012年11月14日","10.95","10.95","10.95","10.95","-","0.00%"
"2012年11月13日","10.95","10.95","10.95","10.95","-","-0.54%"
"2012年11月12日","11.01","11.01","11.01","11.01","-","1.29%"
"2012年11月11日","10.87","10.87","10.87","10.87","-","-0.18%"
"2012年11月10日","10.89","10.89","10.89","10.89","-","0.74%"
"2012年11月9日","10.81","10.81","10.81","10.81","-","-1.01%"
"2012年11月8日","10.92","10.92","10.92","10.92","-","0.00%"
"2012年11月7日","10.92","10.92","10.92","10.92","-","0.18%"
"2012年11月6日","10.90","10.90","10.90","10.90","-","1.40%"
"2012年11月5日","10.75","10.75","10.75","10.75","-","-0.46%"
"2012年11月4日","10.80","10.80","10.80","10.80","-","1.50%"
"2012年11月3日","10.64","10.64","10.64","10.64","-","1.62%"
"2012年11月2日","10.47","10.47","10.47","10.47","-","-0.95%"
"2012年11月1日","10.57","10.57","10.57","10.57","-","-5.63%"
"2012年10月31日","11.20","11.20","11.20","11.20","-","2.85%"
"2012年10月30日","10.89","10.89","10.89","10.89","-","2.74%"
"2012年10月29日","10.60","10.60","10.60","10.60","-","-0.93%"
"2012年10月28日","10.70","10.70","10.70","10.70","-","4.29%"
"2012年10月27日","10.26","10.26","10.26","10.26","-","0.88%"
"2012年10月26日","10.17","10.17","10.17","10.17","-","-6.35%"
"2012年10月25日","10.86","10.86","10.86","10.86","-","-6.78%"
"2012年10月24日","11.65","11.65","11.65","11.65","-","0.00%"
"2012年10月23日","11.65","11.65","11.65","11.65","-","-0.51%"
"2012年10月22日","11.71","11.71","11.71","11.71","-","0.69%"
"2012年10月21日","11.63","11.63","11.63","11.63","-","-0.94%"
"2012年10月20日","11.74","11.74","11.74","11.74","-","0.00%"
"2012年10月19日","11.74","11.74","11.74","11.74","-","-1.68%"
"2012年10月18日","11.94","11.94","11.94","11.94","-","1.10%"
"2012年10月17日","11.81","11.81","11.81","11.81","-","-0.34%"
"2012年10月16日","11.85","11.85","11.85","11.85","-","0.08%"
"2012年10月15日","11.84","11.84","11.84","11.84","-","0.85%"
"2012年10月14日","11.74","11.74","11.74","11.74","-","-1.01%"
"2012年10月13日","11.86","11.86","11.86","11.86","-","-1.17%"
"2012年10月12日","12.00","12.00","12.00","12.00","-","-0.25%"
"2012年10月11日","12.03","12.03","12.03","12.03","-","-0.74%"
"2012年10月10日","12.12","12.12","12.12","12.12","-","1.93%"
"2012年10月9日","11.89","11.89","11.89","11.89","-","0.93%"
"2012年10月8日","11.78","11.78","11.78","11.78","-","-0.17%"
"2012年10月7日","11.80","11.80","11.80","11.80","-","-5.60%"
"2012年10月6日","12.50","12.50","12.50","12.50","-","-1.50%"
"2012年10月5日","12.69","12.69","12.69","12.69","-","-1.25%"
"2012年10月4日","12.85","12.85","12.85","12.85","-","-0.31%"
"2012年10月3日","12.89","12.89","12.89","12.89","-","0.39%"
"2012年10月2日","12.84","12.84","12.84","12.84","-","3.55%"
"2012年10月1日","12.40","12.40","12.40","12.40","-","0.00%"
"2012年9月30日","12.40","12.40","12.40","12.40","-","0.32%"
"2012年9月29日","12.36","12.36","12.36","12.36","-","-0.24%"
"2012年9月28日","12.39","12.39","12.39","12.39","-","0.65%"
"2012年9月27日","12.31","12.31","12.31","12.31","-","0.33%"
"2012年9月26日","12.27","12.27","12.27","12.27","-","0.57%"
"2012年9月25日","12.20","12.20","12.20","12.20","-","0.83%"
"2012年9月24日","12.10","12.10","12.10","12.10","-","-0.74%"
"2012年9月23日","12.19","12.19","12.19","12.19","-","-0.41%"
"2012年9月22日","12.24","12.24","12.24","12.24","-","-1.05%"
"2012年9月21日","12.37","12.37","12.37","12.37","-","0.73%"
"2012年9月20日","12.28","12.28","12.28","12.28","-","-2.31%"
"2012年9月19日","12.57","12.57","12.57","12.57","-","2.61%"
"2012年9月18日","12.25","12.25","12.25","12.25","-","3.03%"
"2012年9月17日","11.89","11.89","11.89","11.89","-","0.17%"
"2012年9月16日","11.87","11.87","11.87","11.87","-","1.02%"
"2012年9月15日","11.75","11.75","11.75","11.75","-","0.69%"
"2012年9月14日","11.67","11.67","11.67","11.67","-","2.37%"
"2012年9月13日","11.40","11.40","11.40","11.40","-","0.35%"
"2012年9月12日","11.36","11.36","11.36","11.36","-","0.26%"
"2012年9月11日","11.33","11.33","11.33","11.33","-","1.43%"
"2012年9月10日","11.17","11.17","11.17","11.17","-","1.36%"
"2012年9月9日","11.02","11.02","11.02","11.02","-","-0.18%"
"2012年9月8日","11.04","11.04","11.04","11.04","-","0.36%"
"2012年9月7日","11.00","11.00","11.00","11.00","-","-1.61%"
"2012年9月6日","11.18","11.18","11.18","11.18","-","1.64%"
"2012年9月5日","11.00","11.00","11.00","11.00","-","5.97%"
"2012年9月4日","10.38","10.38","10.38","10.38","-","-1.42%"
"2012年9月3日","10.53","10.53","10.53","10.53","-","3.24%"
"2012年9月2日","10.20","10.20","10.20","10.20","-","2.31%"
"2012年9月1日","9.97","9.97","9.97","9.97","-","-1.87%"
"2012年8月31日","10.16","10.16","10.16","10.16","-","-5.75%"
"2012年8月30日","10.78","10.78","10.78","10.78","-","-1.28%"
"2012年8月29日","10.92","10.92","10.92","10.92","-","-0.18%"
"2012年8月28日","10.94","10.94","10.94","10.94","-","-0.09%"
"2012年8月27日","10.95","10.95","10.95","10.95","-","3.20%"
"2012年8月26日","10.61","10.61","10.61","10.61","-","0.86%"
"2012年8月25日","10.52","10.52","10.52","10.52","-","-0.75%"
"2012年8月24日","10.60","10.60","10.60","10.60","-","4.95%"
"2012年8月23日","10.10","10.10","10.10","10.10","-","2.96%"
"2012年8月22日","9.81","9.81","9.81","9.81","-","-1.01%"
"2012年8月21日","9.91","9.91","9.91","9.91","-","-1.88%"
"2012年8月20日","10.10","10.10","10.10","10.10","-","26.25%"
"2012年8月19日","8.00","8.00","8.00","8.00","-","-31.09%"
"2012年8月18日","11.61","11.61","11.61","11.61","-","0.26%"
"2012年8月17日","11.58","11.58","11.58","11.58","-","-14.22%"
"2012年8月16日","13.50","13.50","13.50","13.50","-","1.89%"
"2012年8月15日","13.25","13.25","13.25","13.25","-","8.70%"
"2012年8月14日","12.19","12.19","12.19","12.19","-","1.25%"
"2012年8月13日","12.04","12.04","12.04","12.04","-","3.61%"
"2012年8月12日","11.62","11.62","11.62","11.62","-","0.96%"
"2012年8月11日","11.51","11.51","11.51","11.51","-","1.05%"
"2012年8月10日","11.39","11.39","11.39","11.39","-","2.98%"
"2012年8月9日","11.06","11.06","11.06","11.06","-","0.00%"
"2012年8月8日","11.06","11.06","11.06","11.06","-","-0.36%"
"2012年8月7日","11.10","11.10","11.10","11.10","-","2.21%"
"2012年8月6日","10.86","10.86","10.86","10.86","-","-0.09%"
"2012年8月5日","10.87","10.87","10.87","10.87","-","-1.00%"
"2012年8月4日","10.98","10.98","10.98","10.98","-","0.09%"
"2012年8月3日","10.97","10.97","10.97","10.97","-","4.18%"
"2012年8月2日","10.53","10.53","10.53","10.53","-","10.26%"
"2012年8月1日","9.55","9.55","9.55","9.55","-","2.14%"
"2012年7月31日","9.35","9.35","9.35","9.35","-","2.75%"
"2012年7月30日","9.10","9.10","9.10","9.10","-","4.48%"
"2012年7月29日","8.71","8.71","8.71","8.71","-","-2.02%"
"2012年7月28日","8.89","8.89","8.89","8.89","-","-0.11%"
"2012年7月27日","8.90","8.90","8.90","8.90","-","0.00%"
"2012年7月26日","8.90","8.90","8.90","8.90","-","1.14%"
"2012年7月25日","8.80","8.80","8.80","8.80","-","2.33%"
"2012年7月24日","8.60","8.60","8.60","8.60","-","1.78%"
"2012年7月23日","8.45","8.45","8.45","8.45","-","0.48%"
"2012年7月22日","8.41","8.41","8.41","8.41","-","-4.97%"
"2012年7月21日","8.85","8.85","8.85","8.85","-","3.87%"
"2012年7月20日","8.52","8.52","8.52","8.52","-","-3.95%"
"2012年7月19日","8.87","8.87","8.87","8.87","-","-2.63%"
"2012年7月18日","9.11","9.11","9.11","9.11","-","3.52%"
"2012年7月17日","8.80","8.80","8.80","8.80","-","3.53%"
"2012年7月16日","8.50","8.50","8.50","8.50","-","11.55%"
"2012年7月15日","7.62","7.62","7.62","7.62","-","1.06%"
"2012年7月14日","7.54","7.54","7.54","7.54","-","-1.69%"
"2012年7月13日","7.67","7.67","7.67","7.67","-","-1.16%"
"2012年7月12日","7.76","7.76","7.76","7.76","-","8.53%"
"2012年7月11日","7.15","7.15","7.15","7.15","-","-0.69%"
"2012年7月10日","7.20","7.20","7.20","7.20","-","2.56%"
"2012年7月9日","7.02","7.02","7.02","7.02","-","3.24%"
"2012年7月8日","6.80","6.80","6.80","6.80","-","0.59%"
"2012年7月7日","6.76","6.76","6.76","6.76","-","1.65%"
